obs_index,CooksD,threshold
8841,3.7407130564331275e-05,2.117825205296681e-05
8860,0.00014500376913571299,2.117825205296681e-05
8873,8.807215702290819e-05,2.117825205296681e-05
8898,7.378863595521494e-05,2.117825205296681e-05
8908,0.00014979878472347384,2.117825205296681e-05
8912,0.00014286905543439102,2.117825205296681e-05
8920,5.1115041136404004e-05,2.117825205296681e-05
8940,4.743667579214833e-05,2.117825205296681e-05
8956,3.415820283063225e-05,2.117825205296681e-05
8960,7.607569095220223e-05,2.117825205296681e-05
8982,7.370567442277686e-05,2.117825205296681e-05
9004,2.6723676419595135e-05,2.117825205296681e-05
9008,2.2786610000817475e-05,2.117825205296681e-05
9038,6.60730115290626e-05,2.117825205296681e-05
9073,3.589800765249094e-05,2.117825205296681e-05
9088,5.517933603344556e-05,2.117825205296681e-05
9092,6.252415157650269e-05,2.117825205296681e-05
9093,3.42983703230749e-05,2.117825205296681e-05
9110,0.0003019147309345882,2.117825205296681e-05
9114,5.485962501001722e-05,2.117825205296681e-05
9122,4.910995713827881e-05,2.117825205296681e-05
9148,6.752935179422598e-05,2.117825205296681e-05
9150,4.142524900075323e-05,2.117825205296681e-05
9158,2.2890802921408007e-05,2.117825205296681e-05
9169,4.3901219201708114e-05,2.117825205296681e-05
9178,4.458471412150487e-05,2.117825205296681e-05
9201,3.975776040928665e-05,2.117825205296681e-05
9231,3.0607563721443217e-05,2.117825205296681e-05
9237,0.00011905277793911802,2.117825205296681e-05
9241,0.00012852966620534434,2.117825205296681e-05
9244,8.323463289707018e-05,2.117825205296681e-05
9246,0.0002485368718768458,2.117825205296681e-05
9273,6.932514353697173e-05,2.117825205296681e-05
9289,3.0423873935517524e-05,2.117825205296681e-05
9295,8.36324744132878e-05,2.117825205296681e-05
9300,9.776027082464345e-05,2.117825205296681e-05
9308,4.236580272700367e-05,2.117825205296681e-05
9341,3.691075332144467e-05,2.117825205296681e-05
9345,5.9640432011969944e-05,2.117825205296681e-05
9364,3.373944082190711e-05,2.117825205296681e-05
9406,6.693788235931261e-05,2.117825205296681e-05
9440,2.60717290339153e-05,2.117825205296681e-05
9453,9.353224858372543e-05,2.117825205296681e-05
9454,0.00013371916953575902,2.117825205296681e-05
9456,0.00011905095263345166,2.117825205296681e-05
9493,5.856469289300816e-05,2.117825205296681e-05
9494,3.6756399071242115e-05,2.117825205296681e-05
9512,4.078998110062554e-05,2.117825205296681e-05
9533,3.487521357333653e-05,2.117825205296681e-05
9552,0.00012037359845203613,2.117825205296681e-05
9566,6.170401042786773e-05,2.117825205296681e-05
9608,2.9566481428154626e-05,2.117825205296681e-05
9616,0.00011001237798328171,2.117825205296681e-05
9687,0.00010495470006895407,2.117825205296681e-05
9713,0.00010988146141365976,2.117825205296681e-05
9729,7.505316690162127e-05,2.117825205296681e-05
9740,2.5192729168633668e-05,2.117825205296681e-05
9778,0.00011779527573572935,2.117825205296681e-05
